product_id,product_name,category,product_price
6294,Patio Umbrella,Sports & Fitness,157.01
6295,Smart Lock,Personal Accessories,795.49
6296,Security Camera,Personal Accessories,504.17
6297,Action Camera,Furniture,818.16
6298,Fishing Rod,Home Appliances,398.15
6299,Pen Set,Office Supplies,684.99
6300,Mesh Wi-Fi System,Gardening & Outdoor,846.15
6301,Car Charger,Gardening & Outdoor,271.63
6302,Microphone,Furniture,285.65
6303,External Hard Drive,Sports & Fitness,480.32
6304,Ring Light,Home Decor,20.75
6305,Portable Bluetooth Speaker,Travel & Camping,193.84
6306,Power Bank,Electronics,564.46
6307,Dumbbell Set,Travel & Camping,286.01
6308,Digital Camera,Office Supplies,926.42
6309,Dumbbell Set,Furniture,570.04
6310,Portable Bluetooth Speaker,Home Appliances,780.1
6311,Yoga Mat,Home Appliances,507.75
6312,Notebook,Tools & Automotive,966.15
6313,Espresso Machine,Sports & Fitness,708.81
6314,Pressure Washer,Personal Accessories,99.59
6315,Smart Thermostat,Home Appliances,803.44
6316,Desk Lamp,Home Appliances,205.58
6317,Bicycle,Office Supplies,239.2
6318,Smart Lock,Sports & Fitness,499.81
6319,Pressure Gauge,Home Decor,595.59
6320,Car Seat Cover,Furniture,492.33
6321,Mesh Wi-Fi System,Tools & Automotive,928.84
6322,Ergonomic Office Chair,Home Decor,737.56
6323,Gaming Mouse,Gardening & Outdoor,983.34
6324,Smart Lock,Tools & Automotive,856.03
6325,Screen Protector,Office Supplies,48.12
6326,Wireless Keyboard,Tools & Automotive,169.36
6327,Laptop Backpack,Travel & Camping,194.37
6328,Security Camera,Tools & Automotive,736.98
6329,Projector,Home Decor,352.62
6330,Garden Hose,Home Appliances,465.44
6331,Wall Clock,Gardening & Outdoor,260.08
6332,Calculator,Home Appliances,162.8
6333,Pressure Washer,Home Appliances,988.17
6334,Air Compressor,Gardening & Outdoor,912.87
6335,Gaming Mouse,Home Decor,336.04
6336,Cordless Drill,Home Appliances,914.22
6337,Dining Table,Sports & Fitness,620.23
6338,Mesh Wi-Fi System,Home Decor,239.76
6339,Wireless Headphones,Personal Accessories,778.6
6340,Throw Pillow,Home Decor,61.22
6341,External Hard Drive,Gardening & Outdoor,683.14
6342,Drone,Office Supplies,760.94
6343,Pressure Washer,Home Decor,519.51
6344,Security Camera,Electronics,995.7
6345,Wall Clock,Personal Accessories,687.5
6346,Dehumidifier,Furniture,115.07
6347,USB Hub,Home Decor,554.59
6348,Outdoor Grill,Tools & Automotive,607.75
6349,Smart Thermostat,Tools & Automotive,301.25
6350,Hole Puncher,Tools & Automotive,316.08
6351,Air Purifier,Tools & Automotive,773.58
6352,Coffee Maker,Tools & Automotive,591.14
6353,Robotic Vacuum Cleaner,Gardening & Outdoor,585.06
6354,Resistance Bands,Travel & Camping,839.29
6355,Headphone Stand,Tools & Automotive,891.02
6356,Tent,Travel & Camping,850.7
6357,Headphone Stand,Furniture,700.78
6358,Soundbar,Personal Accessories,73.63
6359,Throw Pillow,Electronics,812.09
6360,Hole Puncher,Home Decor,298.86
6361,Electric Kettle,Furniture,449.18
6362,Espresso Machine,Home Appliances,396.73
6363,Headphone Stand,Gardening & Outdoor,607.67
6364,Area Rug,Electronics,858.19
6365,Microphone,Home Decor,73.96
6366,Cable Organizer,Home Decor,774.44
6367,Jump Rope,Travel & Camping,134.16
6368,Wireless Headphones,Home Decor,366.53
6369,Digital Camera,Sports & Fitness,354.24
6370,Hiking Boots,Tools & Automotive,367.19
6371,Pressure Gauge,Electronics,675.73
6372,Air Compressor,Tools & Automotive,500.45
6373,Wall Clock,Personal Accessories,274.75
6374,Yoga Mat,Sports & Fitness,674.67
6375,Espresso Machine,Travel & Camping,493.88
6376,Pop Socket,Furniture,808.39
6377,Car Air Freshener,Electronics,212.92
6378,4K UHD Monitor,Tools & Automotive,583.39
6379,Mesh Wi-Fi System,Tools & Automotive,454.74
6380,Tent,Personal Accessories,412.0
6381,Car Charger,Gardening & Outdoor,114.51
6382,Wireless Keyboard,Tools & Automotive,489.87
6383,Hole Puncher,Home Appliances,737.63
6384,Car Air Freshener,Home Decor,207.98
6385,Security Camera,Home Decor,112.96
6386,Water Bottle,Home Appliances,625.92
6387,Electric Kettle,Sports & Fitness,657.11
6388,Bedside Lamp,Home Appliances,843.8
6389,Drone,Home Decor,74.22
6390,Ring Light,Home Appliances,299.79
6391,Webcam,Office Supplies,436.36
6392,Scented Candles,Electronics,130.06
6393,Car Seat Cover,Home Decor,649.78
6394,Hiking Boots,Tools & Automotive,361.88
6395,Garden Hose,Home Decor,622.12
6396,Webcam,Travel & Camping,246.18
6397,Dining Table,Home Appliances,71.11
6398,Bedside Lamp,Home Appliances,616.69
6399,Scented Candles,Electronics,743.4
6400,Garden Hose,Travel & Camping,321.75
6401,Soundbar,Office Supplies,886.47
6402,Folding Chair,Sports & Fitness,10.69
6403,Picture Frame,Sports & Fitness,914.37
6404,Soundbar,Sports & Fitness,846.55
6405,Dehumidifier,Sports & Fitness,691.74
6406,Portable Bluetooth Speaker,Gardening & Outdoor,552.54
6407,Mesh Wi-Fi System,Personal Accessories,617.67
6408,Mesh Wi-Fi System,Sports & Fitness,926.46
6409,Headphone Stand,Electronics,21.01
6410,Patio Umbrella,Home Decor,833.35
6411,Desk Organizer,Tools & Automotive,876.42
6412,Dehumidifier,Travel & Camping,785.82
6413,Air Compressor,Tools & Automotive,406.48
6414,Lawn Mower,Home Appliances,737.66
6415,E-reader,Office Supplies,536.49
6416,Blender,Sports & Fitness,153.24
6417,Smart Thermostat,Sports & Fitness,667.05
6418,Mesh Wi-Fi System,Sports & Fitness,309.01
6419,Wireless Charger,Travel & Camping,370.61
6420,Throw Pillow,Tools & Automotive,586.43
6421,E-reader,Personal Accessories,984.62
6422,Diffuser,Office Supplies,758.53
6423,Planting Pot Set,Gardening & Outdoor,337.86
6424,USB Hub,Personal Accessories,34.77
6425,Drone,Personal Accessories,723.83
6426,Bedside Lamp,Office Supplies,299.63
6427,Wireless Charger,Office Supplies,143.88
6428,Dash Cam,Furniture,655.92
6429,Patio Umbrella,Home Decor,612.99
6430,Garden Hose,Home Appliances,889.47
6431,Tablet Stand,Travel & Camping,27.3
6432,Cordless Drill,Furniture,347.94
6433,Wall Clock,Travel & Camping,700.39
6434,Hole Puncher,Home Decor,964.51
6435,Drone,Home Decor,361.49
6436,Drone,Electronics,594.26
6437,Garden Hose,Electronics,252.11
6438,Water Bottle,Furniture,958.74
6439,Area Rug,Sports & Fitness,534.13
6440,Ergonomic Office Chair,Home Appliances,128.56
6441,External Hard Drive,Home Decor,529.34
6442,Hammock,Office Supplies,853.88
6443,Digital Camera,Electronics,172.31
6444,Scented Candles,Office Supplies,669.36
6445,Pen Set,Home Decor,660.81
6446,Webcam,Home Appliances,345.35
6447,Robotic Vacuum Cleaner,Personal Accessories,436.47
6448,Sofa Bed,Tools & Automotive,411.51
6449,Car Mount,Travel & Camping,192.63
6450,Air Fryer,Personal Accessories,479.04
6451,Smart Lock,Electronics,17.65
6452,External Hard Drive,Gardening & Outdoor,745.74
6453,Tripod,Furniture,633.8
6454,Dash Cam,Sports & Fitness,398.78
6455,Air Purifier,Travel & Camping,887.97
6456,Coffee Maker,Personal Accessories,48.31
6457,Air Purifier,Sports & Fitness,664.11
6458,Tripod,Home Appliances,957.06
6459,Air Compressor,Home Appliances,34.1
6460,Mesh Wi-Fi System,Office Supplies,362.57
6461,Canoe,Home Appliances,425.21
6462,Robotic Vacuum Cleaner,Travel & Camping,151.69
6463,Desk Lamp,Tools & Automotive,966.92
6464,Screen Protector,Furniture,277.13
6465,Hiking Boots,Sports & Fitness,900.37
6466,Air Compressor,Travel & Camping,214.78
6467,Wireless Headphones,Travel & Camping,725.97
6468,4K UHD Monitor,Furniture,338.08
6469,Car Seat Cover,Office Supplies,264.06
6470,Microphone,Furniture,976.75
6471,Lawn Mower,Home Appliances,81.16
6472,Bedside Lamp,Home Decor,795.11
6473,Wall Clock,Home Appliances,530.73
6474,Desk Lamp,Gardening & Outdoor,46.51
6475,Handheld Garment Steamer,Gardening & Outdoor,850.17
6476,Espresso Machine,Personal Accessories,662.97
6477,Folding Chair,Furniture,163.04
6478,Sofa Bed,Electronics,350.53
6479,Digital Camera,Office Supplies,469.29
6480,Car Charger,Furniture,511.94
6481,Essential Oil Diffuser,Home Decor,633.52
6482,Air Fryer,Electronics,378.93
6483,Action Camera,Home Decor,228.83
6484,Pop Socket,Tools & Automotive,221.1
6485,Dining Table,Sports & Fitness,143.41
6486,Portable Bluetooth Speaker,Home Decor,283.25
6487,Cordless Drill,Office Supplies,642.08
6488,Action Camera,Electronics,99.76
6489,Weighted Blanket,Gardening & Outdoor,185.82
6490,Desk Organizer,Travel & Camping,227.3
6491,Throw Pillow,Sports & Fitness,601.2
6492,Jumper Cables,Electronics,747.73
6493,Hammock,Tools & Automotive,223.0
6494,Air Compressor,Home Decor,198.28
6495,Cordless Drill,Personal Accessories,353.48
6496,Toaster Oven,Furniture,727.68
6497,Dining Table,Electronics,469.25
6498,Standing Desk,Gardening & Outdoor,95.59
6499,Dumbbell Set,Electronics,716.65
6500,Dumbbell Set,Sports & Fitness,773.96
6501,Hammock,Electronics,736.43
6502,Foam Roller,Travel & Camping,242.61
6503,Pop Socket,Travel & Camping,270.16
6504,Dumbbell Set,Office Supplies,842.31
6505,Tablet Stand,Gardening & Outdoor,652.19
6506,Security Camera,Tools & Automotive,591.32
6507,Security Camera,Tools & Automotive,71.73
6508,Skateboard,Travel & Camping,252.18
6509,Wireless Headphones,Office Supplies,720.64
6510,Projector,Office Supplies,627.52
6511,Bicycle,Electronics,228.63
6512,Robotic Vacuum Cleaner,Gardening & Outdoor,195.82
6513,Outdoor Grill,Travel & Camping,703.27
6514,Bedside Lamp,Office Supplies,588.87
6515,Planting Pot Set,Office Supplies,661.94
6516,Canoe,Electronics,810.15
6517,Jumper Cables,Travel & Camping,823.48
6518,Dumbbell Set,Tools & Automotive,755.91
6519,Hole Puncher,Electronics,398.27
6520,Jump Rope,Personal Accessories,809.34
6521,Webcam,Sports & Fitness,500.55
6522,Outdoor Grill,Gardening & Outdoor,139.93
6523,Wireless Headphones,Home Appliances,115.78
6524,Ergonomic Office Chair,Travel & Camping,743.98
6525,Ergonomic Office Chair,Office Supplies,60.35
6526,Smart Lock,Office Supplies,443.46
6527,Hiking Boots,Office Supplies,261.76
6528,Patio Umbrella,Home Decor,783.49
6529,Jumper Cables,Sports & Fitness,181.3
6530,Skateboard,Office Supplies,192.03
6531,Bookshelf,Office Supplies,978.65
6532,Coffee Maker,Office Supplies,941.76
6533,Lawn Mower,Personal Accessories,37.27
6534,Wall Clock,Office Supplies,366.26
6535,Tire Inflator,Electronics,739.17
6536,Dining Table,Electronics,482.96
6537,Wireless Headphones,Personal Accessories,274.98
6538,Humidifier,Electronics,373.63
6539,Car Charger,Office Supplies,675.58
6540,Pop Socket,Home Appliances,546.22
6541,Essential Oil Diffuser,Office Supplies,865.15
6542,Car Mount,Electronics,867.74
6543,Toolbox,Gardening & Outdoor,285.06
6544,Bicycle,Home Decor,933.61
6545,Bicycle,Sports & Fitness,406.6
6546,Espresso Machine,Personal Accessories,126.43
6547,Floor Mats,Gardening & Outdoor,424.59
6548,Webcam,Electronics,987.12
6549,Pressure Gauge,Tools & Automotive,957.57
6550,Canoe,Electronics,319.31
6551,Air Purifier,Home Decor,297.03
6552,Floor Mats,Personal Accessories,374.04
6553,Mesh Wi-Fi System,Electronics,953.05
6554,Headphone Stand,Tools & Automotive,350.23
6555,Microphone,Home Appliances,970.53
6556,Gaming Mouse,Home Appliances,883.84
6557,Tripod,Furniture,705.78
6558,Water Bottle,Personal Accessories,570.9
6559,Toaster Oven,Personal Accessories,508.48
6560,Car Charger,Gardening & Outdoor,979.35
6561,Foam Roller,Office Supplies,889.2
6562,Pressure Gauge,Home Appliances,764.29
6563,Jumper Cables,Travel & Camping,908.84
6564,Folding Chair,Home Decor,154.24
6565,Scented Candles,Personal Accessories,296.88
6566,Dehumidifier,Home Appliances,180.16
6567,Pen Set,Office Supplies,227.23
6568,Planting Pot Set,Furniture,310.54
6569,Digital Camera,Furniture,94.87
6570,Action Camera,Sports & Fitness,893.68
6571,Weighted Blanket,Sports & Fitness,548.11
6572,Pen Set,Home Appliances,703.7
6573,Sofa Bed,Home Appliances,188.94
6574,Car Charger,Electronics,848.73
6575,Toaster Oven,Furniture,369.81
6576,Dumbbell Set,Home Decor,468.35
6577,Treadmill,Furniture,295.95
6578,Picture Frame,Tools & Automotive,71.39
6579,Canoe,Office Supplies,569.84
6580,Security Camera,Personal Accessories,676.1
6581,Pressure Gauge,Tools & Automotive,820.79
6582,Throw Pillow,Tools & Automotive,953.21
6583,Diffuser,Travel & Camping,388.52
6584,Ergonomic Office Chair,Sports & Fitness,583.27
6585,Smart Thermostat,Personal Accessories,809.35
6586,Pressure Washer,Personal Accessories,219.38
6587,Projector,Gardening & Outdoor,744.32
6588,Soundbar,Gardening & Outdoor,530.82
6589,Air Compressor,Sports & Fitness,424.78
6590,Blender,Home Decor,654.0
6591,Notebook,Gardening & Outdoor,394.18
6592,Microphone,Furniture,207.04
6593,Pen Set,Gardening & Outdoor,582.77
6594,Gimbal,Home Decor,647.17
6595,Headphone Stand,Travel & Camping,246.37
6596,Projector,Home Appliances,440.07
6597,Pressure Washer,Tools & Automotive,553.77
6598,Wireless Charger,Tools & Automotive,497.61
6599,Desk Organizer,Furniture,882.52
6600,Hiking Boots,Travel & Camping,860.3
6601,Pressure Washer,Home Appliances,519.84
6602,Floor Lamp,Travel & Camping,17.53
6603,Jack Stand,Home Appliances,679.02
6604,Phone Case,Office Supplies,549.61
6605,Projector,Gardening & Outdoor,484.99
6606,Folding Chair,Gardening & Outdoor,377.09
6607,Sofa Bed,Sports & Fitness,893.95
6608,Drone,Sports & Fitness,371.49
6609,Phone Case,Furniture,166.07
6610,Pressure Gauge,Tools & Automotive,390.34
6611,Jump Rope,Home Appliances,26.98
6612,Canoe,Travel & Camping,223.62
6613,Phone Case,Electronics,48.43
6614,Floor Mats,Gardening & Outdoor,437.78
6615,Planting Pot Set,Tools & Automotive,453.61
6616,Jump Rope,Office Supplies,357.53
6617,Car Seat Cover,Personal Accessories,258.94
6618,Tire Inflator,Office Supplies,477.33
6619,Fishing Rod,Gardening & Outdoor,934.05
6620,Digital Camera,Home Appliances,728.47
6621,Weighted Blanket,Electronics,169.94
6622,Tripod,Electronics,264.72
6623,Pressure Washer,Home Appliances,887.77
6624,Microphone,Travel & Camping,653.0
6625,Car Air Freshener,Home Appliances,273.49
6626,Calculator,Office Supplies,160.92
6627,Toaster Oven,Office Supplies,437.51
6628,Yoga Mat,Home Decor,462.69
6629,Floor Mats,Furniture,423.91
6630,Phone Case,Tools & Automotive,929.25
6631,Calculator,Personal Accessories,675.05
6632,Floor Lamp,Gardening & Outdoor,905.47
6633,Car Air Freshener,Sports & Fitness,760.31
6634,Binoculars,Tools & Automotive,645.2
6635,Hole Puncher,Home Appliances,294.95
6636,Floor Mats,Office Supplies,398.46
6637,Robotic Vacuum Cleaner,Sports & Fitness,887.6
6638,Screen Protector,Electronics,595.86
6639,Laptop Backpack,Sports & Fitness,273.24
6640,Headphone Stand,Personal Accessories,859.57
6641,Canoe,Sports & Fitness,234.91
6642,Toolbox,Travel & Camping,201.62
6643,Blender,Sports & Fitness,130.95
6644,Floor Lamp,Home Decor,196.47
6645,Resistance Bands,Home Appliances,690.23
6646,Lawn Mower,Travel & Camping,581.49
6647,Dash Cam,Gardening & Outdoor,151.0
6648,Wireless Charger,Personal Accessories,900.49
6649,Dehumidifier,Furniture,910.49
6650,Dining Table,Travel & Camping,86.37
6651,Notebook,Electronics,368.68
6652,Diffuser,Sports & Fitness,840.52
6653,Area Rug,Home Appliances,770.36
6654,Canoe,Travel & Camping,185.85
6655,Gaming Mouse,Home Decor,410.92
6656,Smart Lock,Personal Accessories,595.13
6657,Gaming Mouse,Sports & Fitness,182.04
6658,Projector,Gardening & Outdoor,509.82
6659,Treadmill,Home Decor,369.74
6660,Pressure Gauge,Sports & Fitness,438.8
6661,USB Hub,Electronics,297.43
6662,Bookshelf,Furniture,988.48
6663,Tire Inflator,Sports & Fitness,240.75
6664,Scented Candles,Sports & Fitness,885.85
6665,Floor Lamp,Home Decor,918.96
6666,Air Compressor,Travel & Camping,396.32
6667,Garden Hose,Personal Accessories,9.44
6668,Bicycle,Home Decor,149.26
6669,Hiking Boots,Personal Accessories,905.59
6670,Portable Bluetooth Speaker,Office Supplies,795.63
6671,Pen Set,Home Appliances,219.14
6672,Bedside Lamp,Personal Accessories,868.02
6673,Soundbar,Furniture,295.08
6674,Air Fryer,Home Decor,856.6
6675,Bicycle,Travel & Camping,855.02
6676,Sleeping Bag,Gardening & Outdoor,47.74
6677,Planting Pot Set,Tools & Automotive,730.8
6678,Air Purifier,Gardening & Outdoor,609.79
6679,Wireless Keyboard,Travel & Camping,678.77
6680,Jack Stand,Furniture,136.79
6681,Cable Organizer,Travel & Camping,450.6
6682,Smart Lock,Tools & Automotive,375.1
6683,Picture Frame,Furniture,496.26
6684,Hammock,Office Supplies,996.73
6685,Wireless Keyboard,Sports & Fitness,874.31
6686,Treadmill,Electronics,678.45
6687,Mesh Wi-Fi System,Personal Accessories,140.55
6688,Bicycle,Home Appliances,586.26
6689,Area Rug,Personal Accessories,254.37
6690,Hiking Boots,Personal Accessories,157.31
6691,Floor Lamp,Electronics,460.61
6692,Floor Lamp,Home Appliances,936.32
6693,Bookshelf,Sports & Fitness,647.48
6694,Hammock,Home Decor,874.5
6695,Toolbox,Tools & Automotive,980.97
6696,Laptop Backpack,Home Decor,414.83
6697,Treadmill,Home Decor,123.81
6698,Car Charger,Gardening & Outdoor,504.25
6699,Webcam,Home Decor,970.78
6700,Patio Umbrella,Travel & Camping,691.7
6701,Stapler,Office Supplies,71.67
6702,Bedside Lamp,Office Supplies,824.15
6703,Patio Umbrella,Gardening & Outdoor,520.35
6704,Throw Pillow,Home Appliances,297.89
6705,Action Camera,Personal Accessories,202.6
6706,Area Rug,Home Decor,496.93
6707,Area Rug,Gardening & Outdoor,436.7
6708,Skateboard,Electronics,325.19
6709,Car Seat Cover,Sports & Fitness,296.92
6710,Smart Thermostat,Tools & Automotive,78.73
6711,Pressure Washer,Personal Accessories,121.11
6712,Weighted Blanket,Personal Accessories,264.14
6713,Jump Rope,Sports & Fitness,99.87
6714,Cable Organizer,Tools & Automotive,219.46
6715,Portable Bluetooth Speaker,Furniture,269.86
6716,Tablet Stand,Office Supplies,977.84
6717,Humidifier,Home Decor,540.15
6718,Blender,Office Supplies,273.62
6719,Calculator,Furniture,223.29
6720,Bicycle,Sports & Fitness,778.06
6721,Planting Pot Set,Gardening & Outdoor,531.33
6722,Ergonomic Office Chair,Home Appliances,941.52
6723,Essential Oil Diffuser,Home Decor,175.14
6724,Phone Case,Office Supplies,829.61
6725,Yoga Mat,Personal Accessories,54.76
6726,E-reader,Furniture,866.15
6727,Bookshelf,Gardening & Outdoor,919.1
6728,Hole Puncher,Tools & Automotive,370.95
6729,4K UHD Monitor,Travel & Camping,860.09
6730,Jumper Cables,Home Decor,100.96
6731,Bedside Lamp,Travel & Camping,917.71
6732,Charging Dock,Gardening & Outdoor,233.77
6733,Outdoor Grill,Electronics,621.47
6734,Area Rug,Sports & Fitness,351.31
6735,Wall Clock,Personal Accessories,765.76
6736,Hiking Boots,Home Decor,288.33
6737,Notebook,Home Appliances,249.61
6738,Garden Hose,Personal Accessories,128.12
6739,Cordless Drill,Sports & Fitness,199.14
6740,Dining Table,Personal Accessories,514.22
6741,Toolbox,Personal Accessories,977.82
6742,Canoe,Sports & Fitness,434.79
6743,Power Bank,Home Appliances,222.11
6744,Desk Organizer,Tools & Automotive,78.43
6745,Coffee Maker,Electronics,510.62
6746,Desk Organizer,Tools & Automotive,90.18
6747,Pop Socket,Travel & Camping,845.86
6748,Mesh Wi-Fi System,Tools & Automotive,740.26
6749,Dining Table,Travel & Camping,831.24
6750,Tablet Stand,Office Supplies,825.91
6751,Bookshelf,Sports & Fitness,563.85
6752,Picture Frame,Office Supplies,547.14
6753,Jumper Cables,Travel & Camping,645.96
6754,Car Seat Cover,Travel & Camping,654.9
6755,Diffuser,Travel & Camping,324.85
6756,Tire Inflator,Furniture,338.7
6757,Essential Oil Diffuser,Furniture,266.8
6758,Planting Pot Set,Home Decor,364.93
6759,Wall Clock,Furniture,487.44
6760,Sleeping Bag,Sports & Fitness,86.24
6761,Coffee Maker,Electronics,507.09
6762,Smart Thermostat,Sports & Fitness,852.78
6763,Espresso Machine,Tools & Automotive,719.89
6764,Tire Inflator,Gardening & Outdoor,900.93
6765,Picture Frame,Sports & Fitness,275.83
6766,Resistance Bands,Travel & Camping,146.3
6767,Power Bank,Home Appliances,345.73
6768,Planting Pot Set,Home Appliances,784.61
6769,Webcam,Office Supplies,364.17
6770,Yoga Mat,Office Supplies,180.2
6771,Charging Dock,Office Supplies,572.52
6772,Floor Lamp,Office Supplies,843.86
6773,Standing Desk,Tools & Automotive,400.34
6774,Outdoor Grill,Tools & Automotive,816.31
6775,Fishing Rod,Electronics,411.41
6776,Wireless Charger,Electronics,25.31
6777,Car Air Freshener,Electronics,919.24
6778,Hammock,Electronics,951.22
6779,Area Rug,Gardening & Outdoor,245.77
6780,Smartwatch,Travel & Camping,355.25
6781,Air Compressor,Sports & Fitness,184.76
6782,Pressure Gauge,Gardening & Outdoor,627.51
6783,Tripod,Furniture,108.37
6784,Pen Set,Electronics,333.19
6785,Ergonomic Office Chair,Home Appliances,152.75
6786,Air Fryer,Personal Accessories,744.37
6787,Bookshelf,Sports & Fitness,826.14
6788,Wireless Charger,Office Supplies,817.99
6789,Digital Camera,Office Supplies,743.16
6790,Yoga Mat,Travel & Camping,915.02
6791,Bedside Lamp,Furniture,23.43
6792,Diffuser,Tools & Automotive,499.14
6793,Drone,Home Decor,984.13
6794,Security Camera,Sports & Fitness,582.23
6795,Humidifier,Electronics,365.31
6796,Hiking Boots,Furniture,556.72
6797,Projector,Home Decor,892.97
6798,Floor Mats,Sports & Fitness,451.55
6799,Sleeping Bag,Home Decor,292.52
6800,Hiking Boots,Electronics,700.98
6801,Essential Oil Diffuser,Sports & Fitness,890.39
6802,Dash Cam,Gardening & Outdoor,72.53
6803,Soundbar,Gardening & Outdoor,539.06
6804,Treadmill,Sports & Fitness,922.62
6805,Wall Clock,Tools & Automotive,949.49
6806,Garden Hose,Home Appliances,608.94
6807,Tent,Home Decor,704.52
6808,Smart Thermostat,Travel & Camping,808.46
6809,Microphone,Sports & Fitness,79.86
6810,Charging Dock,Home Appliances,768.86
6811,Handheld Garment Steamer,Furniture,834.43
6812,Wall Clock,Home Appliances,543.48
6813,Jump Rope,Home Decor,35.74
6814,Car Mount,Gardening & Outdoor,844.29
6815,Desk Organizer,Home Appliances,395.84
6816,Tent,Travel & Camping,738.3
6817,Cable Organizer,Personal Accessories,170.36
6818,Weighted Blanket,Furniture,271.72
6819,Handheld Garment Steamer,Home Decor,173.52
6820,Gimbal,Office Supplies,55.46
6821,Canoe,Gardening & Outdoor,687.59
6822,Foam Roller,Home Decor,154.24
6823,Outdoor Grill,Personal Accessories,280.28
6824,Wall Clock,Tools & Automotive,430.11
6825,Standing Desk,Office Supplies,676.3
6826,Sofa Bed,Tools & Automotive,519.2
6827,Sofa Bed,Sports & Fitness,444.21
6828,Wireless Headphones,Furniture,166.89
6829,Car Mount,Home Decor,755.07
6830,Smart Thermostat,Furniture,840.56
6831,Floor Mats,Travel & Camping,44.04
6832,Canoe,Home Decor,602.1
6833,Laptop Backpack,Gardening & Outdoor,809.14
6834,Hiking Boots,Furniture,927.44
6835,Essential Oil Diffuser,Electronics,926.19
6836,Wireless Charger,Sports & Fitness,630.34
6837,Soundbar,Personal Accessories,283.08
6838,Dumbbell Set,Furniture,239.1
6839,Electric Kettle,Tools & Automotive,300.32
6840,Skateboard,Travel & Camping,936.69
6841,Throw Pillow,Gardening & Outdoor,565.03
6842,Charging Dock,Personal Accessories,794.26
6843,Laptop Backpack,Home Appliances,997.31
6844,Outdoor Grill,Office Supplies,317.81
6845,Car Charger,Office Supplies,597.6
6846,Essential Oil Diffuser,Personal Accessories,974.17
6847,Air Fryer,Electronics,284.05
6848,Car Seat Cover,Home Decor,572.47
6849,Soundbar,Travel & Camping,608.7
6850,Ring Light,Home Appliances,494.64
6851,Folding Chair,Electronics,221.65
6852,Wireless Headphones,Office Supplies,314.89
6853,Mesh Wi-Fi System,Electronics,669.17
6854,Phone Case,Sports & Fitness,995.42
6855,Resistance Bands,Electronics,568.29
6856,Screen Protector,Home Decor,222.93
6857,Lawn Mower,Office Supplies,851.52
6858,Jump Rope,Gardening & Outdoor,770.47
6859,Tablet Stand,Tools & Automotive,264.0
6860,Action Camera,Home Decor,239.07
6861,Digital Camera,Furniture,573.76
6862,Sleeping Bag,Office Supplies,286.42
6863,Water Bottle,Tools & Automotive,227.91
6864,Car Charger,Furniture,538.93
6865,Treadmill,Personal Accessories,338.9
6866,E-reader,Home Decor,909.82
6867,Picture Frame,Electronics,252.94
6868,Hammock,Personal Accessories,834.87
6869,Digital Camera,Tools & Automotive,974.21
6870,Planting Pot Set,Gardening & Outdoor,621.71
6871,Air Purifier,Gardening & Outdoor,720.67
6872,Water Bottle,Tools & Automotive,357.11
6873,Bedside Lamp,Home Appliances,319.49
6874,Humidifier,Home Appliances,528.81
6875,Pen Set,Home Appliances,606.43
6876,Blender,Gardening & Outdoor,539.03
6877,Outdoor Grill,Personal Accessories,652.01
6878,Car Seat Cover,Travel & Camping,990.9
6879,Desk Organizer,Gardening & Outdoor,708.17
6880,Laptop Backpack,Electronics,341.46
6881,Mesh Wi-Fi System,Electronics,964.19
6882,Area Rug,Gardening & Outdoor,694.75
6883,Action Camera,Office Supplies,512.22
6884,USB Hub,Electronics,184.28
6885,Dash Cam,Home Decor,816.18
6886,Essential Oil Diffuser,Gardening & Outdoor,299.68
6887,Folding Chair,Sports & Fitness,140.14
6888,Ergonomic Office Chair,Furniture,539.36
6889,Ergonomic Office Chair,Home Decor,723.16
6890,Toolbox,Electronics,922.42
6891,Mesh Wi-Fi System,Furniture,544.76
6892,Wireless Charger,Home Appliances,841.95
6893,Cordless Drill,Furniture,799.61
6894,Hole Puncher,Office Supplies,794.84
6895,Car Mount,Office Supplies,605.1
6896,Webcam,Home Decor,729.57
6897,Yoga Mat,Home Appliances,864.7
6898,Foam Roller,Home Appliances,814.26
6899,Headphone Stand,Electronics,689.92
6900,Pen Set,Home Decor,982.77
6901,Folding Chair,Personal Accessories,445.06
6902,Pop Socket,Office Supplies,930.45
6903,Garden Hose,Home Decor,166.93
6904,Hole Puncher,Home Appliances,479.98
6905,Skateboard,Gardening & Outdoor,769.48
6906,Soundbar,Personal Accessories,923.82
6907,Car Mount,Travel & Camping,886.74
6908,Outdoor Grill,Furniture,399.4
6909,Charging Dock,Electronics,479.67
6910,Tire Inflator,Personal Accessories,887.49
6911,Patio Umbrella,Travel & Camping,688.08
6912,Floor Lamp,Home Appliances,86.34
6913,Planting Pot Set,Gardening & Outdoor,353.33
6914,Pressure Washer,Travel & Camping,172.87
6915,Diffuser,Home Appliances,693.36
6916,Cordless Drill,Personal Accessories,940.79
6917,Tablet Stand,Electronics,897.65
6918,Patio Umbrella,Office Supplies,944.73
6919,Folding Chair,Home Appliances,865.42
6920,Fishing Rod,Home Appliances,288.1
6921,Dehumidifier,Personal Accessories,525.59
6922,Action Camera,Home Appliances,494.03
6923,Webcam,Personal Accessories,317.42
6924,Mesh Wi-Fi System,Tools & Automotive,390.59
6925,Tripod,Office Supplies,740.38
6926,Foam Roller,Home Appliances,915.54
6927,Blender,Electronics,387.97
